,Country,Paper,Website,Top,Articles
94,Liberia,Aljazeera,https://www.aljazeera.com/where/liberia,https://www.aljazeera.com/features/2021/3/22/not-a-noisy-gun-the-women-peacebuilders-of-liberia," Not a noisy gun The women peacebuilders of Liberia. Nobel Peace laureate Leymah Gbowee, who helped end Liberias civil war, and Etweda Sugars Cooper, who secured Gbowees place at the head of the womens movement, are still each others champions. Leymah Gbowees office is a hive of activity. But the men and women who enter are at ease and show her considerable affection. While Gbowee, 49, sports thickrimmed spectacles, silver trainers and bold Bantu knots intricate cornrows coiled into buns on her head Etweda Sugars Cooper makes less of a statement, with smart leather shoes and grey hair cropped short. It is the end of a busy morning celebrating International Womens Day at the Gbowee Peace Foundations headquarters near the Liberian capital, Monrovia. Gbowee and Sugars who was given her nickname as a child by her sisters first met three years before their feat at the Accra peace talks. Sugars was a founding member of the Liberian Womens Initiative which, along with several other groups, had advocated for womens rights and sought to carve out a space for women in peace efforts since the mid1990s. When war broke out, Sugars carried this conviction forward I felt that Liberia was my home and we the women were the ones to do something for her. Sugars was uncompromising in her activism, Gbowee recalls, as Sugars bows her head in affirmation."
95,Libya,Libya Observer,https://www.aljazeera.com/where/Libya,https://www.aljazeera.com/news/2021/4/6/italys-draghi-urges-libya-to-strictly-maintain-ceasefire," Italy PM Draghi urges Libya to maintain ceasefire. Italys new prime minister, on his first official trip abroad, also lauded Tripolis efforts in stemming refugee crossings to Europe. Italian Prime Minister Mario Draghi on Tuesday urged the Libyan government to ensure that the countrys ceasefire is maintained ahead of elections scheduled for later this year. Draghi was following in the footsteps of other European leaders who had recently met with Libyas new interim government. Italy was a supporter of Libyas previous United Nationsbacked government that was also based in Tripoli. Draghi lauded Libyas efforts to prevent migrants and refugees from undertaking perilous sea crossings in order to reach Europe. Libyan Foreign Minister Najla alMangoush calls for immediate departure of all foreign fighters from Libya."
96,Liechtenstein,Euronews,https://www.euronews.com/tag/liechtenstein,https://www.euronews.com//2021/02/08/liechtenstein-election-just-23-ballots-separate-two-biggest-parties-that-will-now-form-coa,"    Liechtenstein election Just 23 ballots separate two biggest parties that will now form coalition.  Liechtenstein election Just 23 ballots separate two biggest parties that will now form coalition. The two parties that share power at the head of Liechtenstein will now be called upon to form a new coalition. Just 23 ballots separated the Progress Citizens Party FBP and the Patriotic Union VU, known as 'the blacks' and 'the reds', which have ruled Liechtenstein, bordered by Switzerland and Austria, since World War Two. Monauni was until now Liechtenstein's ambassador to Belgium and the European Union."
97,Lithuania,Euronews,https://www.euronews.com/tag/lithuania,https://www.euronews.com//2021/03/07/exiled-opposition-leader-says-she-doesn-t-fear-extradition-to-belarus,"    Sviatlana Tsikhanouskaya Exiled opposition leader says she doesn't fear extradition to Belarus.  Sviatlana Tsikhanouskaya Exiled opposition leader says she doesn't fear extradition to Belarus. Belarus's exiled opposition leader Sviatlana Tsikhanouskaya has said she continues to feel safe in Lithuania and is confident she won't be extradited back to her country. On Sunday, the eve of International Women's Day, she wrote on Twitter to encourage women in Belarus to again protest against the government. On Friday morning Tsikhanouskaya met with the Portuguese Prime Minister Antonio Costa and Foreign Minister Augusto Santos Silva."
98,Luxembourg,Euronews,https://www.euronews.com/tag/luxembourg,https://www.euronews.com//2021/02/08/luxembourg-rejects-unjustified-portrayal-of-the-country-amid-new-tax-haven-claims,"    Luxembourg rejects 'unjustified portrayal of the country' amid new tax haven claims.  Luxembourg rejects 'unjustified portrayal of the country' amid new tax haven claims. Luxembourg . The Luxembourg government on Monday rejected allegations made by international media outlets that the country remains a massive tax haven despite EU legislation to clamp down on the practice. A yearlong investigation carried out by sixteen outlets including France's Le Monde, Belgium's Le Soir, Germany's Suddeutsche Zeitung claimed that some 90 per cent of 140,000 active companies registered in Luxembourg are owned by nonresidents and that a third are holding companies. This status allows them to have a preferential tax regime."
99,Madagascar,Aljazeera,https://www.aljazeera.com/where/madagascar,https://www.aljazeera.com/news/2021/1/13/madagascar-wfp-says-750000-people-need-emergency-food-aid," WFP raises alarm over rising hunger in Madagascar. The United Nations World Food Programme WFP has appealed for emergency aid of 35m to fight hunger in southern Madagascar, hit by the coronavirus pandemic and a third consecutive year of drought. Some 1.35 million people are projected to be food insecure 35 percent of the regions population, the WFP said in a statement on Tuesday. About threequarters of the countrys 25 million people live in poverty File Laetitia BezainAP Photo We cant face another year like this. Malnutrition rates in the region have risen, forcing children to beg so they can help their families buy food supplies. About threequarters of the countrys 25 million people live in poverty. A surge in attacks on farmers in the region is threatening the nations food reserves."
100,Malawi,Aljazeera,https://www.aljazeera.com/where/malawi,https://www.aljazeera.com/news/2021/3/24/malawi-state-moves-to-seize-property-of-ex-presidents-bodyguard," The presidents bodyguard who amassed dozens of cars and houses. Norman Chisale for years headed the security detail of Malawis exPresident Peter Mutharika. Now he faces corruption charges. Blantyre, Malawi For years, Norman Chisale was known as the most trusted and feared bodyguard of Peter Mutharika, Malawis former president. Chisale himself has said in interviews that some of the vehicles were gifted to Mutharika and his job was to receive them and then give them to the presidents intended recipients ranging from relatives of Mutharika to religious chiefs and local chiefs. He has not said how many vehicles actually belong to him. Chisale began his career in military intelligence before getting a job in 2009 as a valet to the thenpresident, Bingu wa Mutharika, the late brother of Peter Mutharika. After Bingu wa Mutharika died in office in 2012, Chisale began working for his brother who went on to serve as president from 2014 until June last year. The private bodyguard was not a wellknown public figure, nor he was known to be rich, before Peter Mutharika won the presidency. Critics began pointing out that Chisale had become too powerful at the State House."
101,Malaysia,BBC,https://www.thestar.com.my/news,https://api.cxense.com/public/widget/click/dfet7rFZ-_f8iRshT1vm1fjNb0dF9PiiMs4IKjTzbmwoESxL2ocxHlLd_2YgY1HRWb2gAWqLcaQmxkPr5ryR5488XnBTK3IIUYTTo0-9DtCKhNou-GHd1hwLq8VOVGnnaIlALbfp8VIC1aVnl8oi4QEi0gW2b7_q2bjiVEB9H7AuSXpQwOuZLJ1wATu1Bfbcc7KfzLryWCPXANp2B1dRSkqDNVG44XPqtDc3nBvhO6JrpoJNCX-Rkd10EB6OB98MidWr4SSuXO9wJcuMzNle77JXU0DJzIz9foqxxehb6EXfbzpORMZEs4Cc2WgUMw-ODzSaL7dKrhM0ZqbZCLFYNQ3jGfQTvReSUMpOs0Ku4SjIKsiSgpkQd23vTnIQgonnJS-_1Hf1rdqfq-edP20YiEXu_LKu1s45RgqWuP9WTkE-yBRNrrnFzA4Vq1tTeRdE4RJEhGG_tDhz67n6b5ityvPsohpmvKQYlEYcJJkgSo0Q3y2vdvlC80-8ZpE4ZYHq7yikolBbfacVCvw5qO6YgiLkO4qhPvICJSj7R1PBBfQHFuU0B-2PsN4aes2-M_jrvdt6ukep-031Z5ixP2S_RIpzwY3gkL_WRYHV7hZG3s3K-Am0NXOeuR0Tclii3l4bb9NXCi9mM6npJcPUeUe6BXj3jsAEeEAO--ognRIjzRC0NKCsUUsenueqA2gpZ8mieMqKzA0,"            Finnish nurse squeezes extra vaccine doses with airbubble technique        .  Finnish nurse squeezes extra vaccine doses with airbubble technique . SAVING LIVES Tuija Kumpulainen, head of the health and safety unit at the Finnish Health Ministry, says drawing extra doses is safe when performed with precision. 'The number of extra doses is significant,' says Jutta Peltoniemi, an infectious diseases doctor in the city of Turku in southwest Finland. 'Imagine that you were among the extra people we vaccinated today in Helsinki who, without this technique, would have had to wait These extra doses do save lives,' Roos says."
102,Maldives,Aljazeera,https://www.aljazeera.com/where/maldives,https://www.aljazeera.com/news/2020/12/16/maldives-marginalising-sri-lanka-muslims-with-covid-burial-plan," Maldives COVID burial plan will marginalise Sri Lankan Muslims. As outcry about Sri Lanka cremation policy grows, Maldives says it is considering request to bury Muslims who die of COVID19. Colombo, Sri LankaMale, Maldives A United Nations human rights expert has denounced Maldivess announcement it was considering burials for Sri Lankan Muslims who die of COVID19, saying such a move could end up enabling the further marginalisation of Muslim communities in Sri Lanka. Muslims in Sri Lanka have criticised the policy by President Gotabaya Rajapaksas government as discriminatory and have insisted that burials should take place in their country. In a Twitter post, Shahid said, This assistance will offer solace to our Sri Lankan Muslim brothers and sisters grieving over burial of loved ones. Muslims make up nearly 10 percent of Sri Lankas 21 million people. The Sri Lankan government introduced the cremation policy in March, saying the coronavirus could contaminate underground water. We should not be supporting the violation of Sri Lankan muslims' rights to be allowed to be buried in their own land. In Sri Lankas capital, Colombo, one Muslim man said he considered the Rajapaksa governments cremation policy racially motivated. Fahims son, Shaykh, was among 19 Muslim COVID19 victims that Sri Lankas government cremated against their families wishes this week."
103,Mali,Aljazeera,https://www.aljazeera.com/where/mali,https://www.aljazeera.com/news/2021/4/2/four-peacekeepers-killed-in-northern-mali-attack-un," Four peacekeepers killed in northern Mali attack UN. Several other soldiers wounded in attack on MINUSMAs base in Aguelhok, peacekeeping mission says. The United Nations mission in Mali MINUSMA has said four peacekeepers were killed and several others wounded in an attack on its base in the northern town of Aguelhok. More than 190 peacekeepers have died in the country, including nearly 120 killed by hostile action making Mali the UNs most dangerous peacekeeping operation. Twenty attackers were killed in the attack, the army said."
104,Malta,Euronews,https://www.euronews.com/tag/malta,https://www.euronews.com//2021/03/20/malta-joseph-muscat-s-former-chief-of-staff-keith-schembri-charged-with-fraud,"    Malta Joseph Muscat's former chief of staff, Keith Schembri, charged with fraud.  Malta Joseph Muscat's former chief of staff, Keith Schembri, charged with fraud. Malta . Keith Schembri, former chief of staff to former Maltese Prime Minister Joseph Muscat, was charged on Saturday with money laundering, corruption, fraud, and forgery. Schembri had been accused by investigative journalist Daphne Caruana Galizia, murdered in 2017, of being involved in a system of widespread corruption within Muscat's entourage. The Daphne Caruana Galizia Foundation, an NGO created after his death, said the accusations were 'long overdue'. Schembri had already resigned his post as chief of staff in November after his name was mentioned by businessman Yorgen Fenech, the main suspect in the murder of Caruana Galizia. Schembri has called the investigation a 'travesty of justice'."
105,Marshall Islands,Aljazeera,https://www.aljazeera.com/where/marshall-islands,https://www.aljazeera.com/features/2020/12/16/fiji-story," The Taiwan prize and the USChina rivalry in the Pacific. Analysts say it was just one outcome of the intensifying geostrategic competition in the Pacific pitting China against the United States and its allies. When the prize is Taiwan, the stakes are very high and China will fight very hard, Singh said. China, meanwhile, is the thirdlargest donor to the region, behind Australia and New Zealand, and has used economic incentives such as grants and concessional loans to woo Pacific countries, including lobbying them to cut off relations with Taiwan. Fiji recognises the One China policy and does not have formal relations with Taiwan. The assertive behaviour of the Peoples Republic of China is not new with regards to Taiwan, Naidu said. Beijing sees Taiwan as a subordinate part of China, and in time, as is happening in Hong Kong, attempts will be made to make this a reality. Naidu said Pacific countries were mindful of not offending China given Beijings significant economic clout. Chinas concessional loans and grants in the Pacific amounted to 1.5bn between 2006 and 2017, compared with Taiwans 271m, according to figures from the Sydneybased Lowy Institute. That was why a tiff between diplomats of China and Taiwan is no big deal for the Pacific islands, said Naidu."
106,Mauritania,Aljazeera,https://www.aljazeera.com/where/mauritania,https://www.aljazeera.com/news/2021/3/22/mauritania-re-establishes-diplomatic-ties-with-qatar," Mauritania reestablishes diplomatic ties with Qatar. Mauritania had followed Saudi Arabia and its allies in cutting diplomatic relations with Qatar in June 2017. Mauritania has reestablished diplomatic relations with Qatar, according to its foreign ministry, almost four years after breaking them off in the midst of a Saudiled freeze on ties with Doha. Nouakchott had followed Riyadh and its allies in cutting ties and transport links with Qatar in June 2017, imposing a land, sea and air blockade on the Gulf country. The blockade on Qatar may have a lasting impact beyond the AlUla declaration."
107,Mauritius,Aljazeera,https://www.aljazeera.com/where/mauritius,https://www.aljazeera.com/news/2021/3/9/ship-carrying-130-tonnes-of-oil-runs-aground-off-mauritius, 
108,Mexico,Debate,https://www.reuters.com/places/mexico,https://www.reuters.com//article/us-usa-immigration-mexico/mexicos-president-says-spoke-to-u-s-vice-president-harris-idUSKBN2BU2RE,"Mexico's president says spoke to U.S. Vice President Harris. There is a willingness on our part to join forces in the fight against human smuggling and the protection of human rights, especially of girls and boys, Lopez Obrador said on Twitter. The Mexican leader also shared on Twitter a purported picture of the call that included Foreign Minister Marcelo Ebrard. All quotes delayed a minimum of 15 minutes. See  here for a complete list  of exchanges and delays."
109,Micronesia,Aljazeera,https://www.aljazeera.com/where/micronesia,, 
110,Moldova,Aljazeera,https://www.aljazeera.com/where/moldova,https://www.aljazeera.com/gallery/2021/4/5/at-eus-moldova-romania-frontier-pandemic-lays-bare-inequality,"At the MoldovaRomania border, pandemic lays bare inequality.  If Romania was not part of the EU, it would certainly have had a much harder time getting vaccines, says Sorin Ionita, a political analyst with the think tank Expert Forum. It is part of the reason why Bucharest has refrained from criticising the blocs vaccine rollout, unlike other Eastern members like Hungary and Poland, Ionita says. Moldova, a part of Romania until the Soviet Union annexed it in 1940, remains one of the poorest countries in Europe and has so far relied on vaccine donations, about 72,000 so far, from Bucharest. In total, these donated vaccines would be enough to give about 110,000 people at least one dose, out of a population of 3.5 million. The pandemic only grew and it continues to do so, he says. If Moldova was a member of the EU, as a large segment of the population dreams of, things would have been different, he adds. And when some hospitals say that they wont use a vaccine from Europe because they want the Russian one, we have a problem, Malasevschi says. World cannot afford to wait until the pandemic is over to start planning for the next one, says WHO director."
111,Monaco,Monaco Life,https://monacolife.net/,https://www.bondtm.com,.
112,Mongolia,Euronews,https://www.euronews.com/tag/mongolia,https://www.euronews.com//travel/2021/01/29/why-is-community-immersion-the-future-of-responsible-tourism,"    Why is community immersion the future of responsible tourism.  Why is community immersion the future of responsible tourism. Conscious Travel Travel and tourism is one of the worlds biggest industries. However, in many cases, tourism doesnt always benefit the people who need it most. These provide an authentic and memorable experience for travellers, while bringing muchneeded income to local communities. They also give travellers the chance to really connect with local people. In the future, travel will be less about sightseeing and more about 'life seeing.'"
113,Montenegro,Aljazeera,https://www.aljazeera.com/where/montenegro,https://www.aljazeera.com/news/2021/4/5/montenegro-pm-to-sack-minister-over-srebrenica-genocide-denial,"Montenegro minister faces dismissal over Srebrenica comment.  Vladimir Leposavic last month said the Srebrenica genocide was not unequivocally established as fact. Vladimir Leposavic, the minister of justice, human and minority rights, last month questioned the legitimacy of international courts, which ruled that the Srebrenica massacre of more than 8,000 Muslim men and boys by Bosnian Serb forces constituted genocide. Leposavic, a proSerb politician with no party affiliation, also said the Srebrenica genocide was not unequivocally established as fact. Since he Leposavic has maintained his position, I made a difficult decision to motion for his dismissal, Krivokapic said. Many Serb politicians from the region openly deny that the Srebrenica massacre was genocide, as was determined by two international courts."
114,Morocco,Morocco World News,https://www.moroccoworldnews.com/,https://www.moroccoworldnews.com/2021/04/339160/morocco-highlights-its-green-energy-strategy-at-2021-spring-meetings/," Morocco Highlights Its Green Energy Strategy at 2021 Spring Meetings. Rabat President of Moroccos Policy Center for the New South, Karim El Aynaoui, speaking at the virtual 2021 Spring Meetings, emphasized Moroccos longterm renewable energy strategy, citing the countrys notable efforts in solar and wind energy. Globally, the world has not taken climate change and energy transition too seriously but this is changing, said El Aynaoui on the occasion. For its part, Morocco has taken this issue very seriously. El Aynaoui highlighted Moroccos path towards achieving a green economy, noting the countrys abundance of winds and light intensity for the production of sustainable energy. He also indicated Moroccos readiness to invest in mass infrastructure for solar and wind energy. Read also Moroccos Green Energy Efforts Are Lighting up the Continent In addition to the Spring Meetings, the World Bank Group also holds Annual Meetings. One of Moroccos notable achievements in the field of renewable energy has been the Noor Solar Complex, the largest concentrated solar farm in the world."
115,Mozambique,Aljazeera,https://www.aljazeera.com/where/mozambique,https://www.aljazeera.com/news/2021/4/6/un-warns-tanzania-not-to-reject-people-fleeing-mozambique," UN warns Tanzania not to reject people fleeing Mozambique. More than 1,000 people fleeing an attack on Palma were not allowed to cross into Tanzania to seek asylum, the United Nations says. United Nations teams have received worrying reports that Tanzania has rejected over 1,000 people seeking refuge from an attack on a town in northern Mozambique by ISILaffiliated fighters, the United Nations High Commissioner for Refugees UNHCR has said. Some headed north towards Tanzania, aid workers said. UNHCR teams have received worrying reports from displaced populations that over 1,000 people fleeing Mozambique and trying to enter Tanzania were not allowed to cross the border to seek asylum, its statement said on Tuesday. Two other aid workers said Tanzania had refused their organisations access, while the Mozambique side of the border was considered too dangerous. There was no food or shelter there, he said, so he continued to the district capital. Thousands of displaced people stream into Pemba and other parts of northern Mozambique after attack on town of Palma."
116,Namibia,Aljazeera,https://www.euronews.com/news/africa/namibia,https://www.euronews.com//2020/12/04/adolf-hitler-has-won-a-local-council-election-in-namibia,"    'Adolf Hitler' has won a local council election in Namibia.  'Adolf Hitler' has won a local council election in Namibia. Namibia . 'Adolf Hitler' has been elected as a local councillor in Namibia although it's not quite what you might think. The new councillor, whose full name is Adolf Hitler Uunona, won 85 of the vote last Wednesday in the Ompundja constituency. 'How will this contribute to the development of Namibia' On the road, the councillor is known as Adolf Uunona and his wife would usually just refer to him as Adolf choosing not to use the name Hitler."
117,Nauru,Aljazeera,https://www.aljazeera.com/where/nauru,https://www.aljazeera.com/features/2020/12/16/fiji-story," The Taiwan prize and the USChina rivalry in the Pacific. Analysts say it was just one outcome of the intensifying geostrategic competition in the Pacific pitting China against the United States and its allies. When the prize is Taiwan, the stakes are very high and China will fight very hard, Singh said. China, meanwhile, is the thirdlargest donor to the region, behind Australia and New Zealand, and has used economic incentives such as grants and concessional loans to woo Pacific countries, including lobbying them to cut off relations with Taiwan. Fiji recognises the One China policy and does not have formal relations with Taiwan. The assertive behaviour of the Peoples Republic of China is not new with regards to Taiwan, Naidu said. Beijing sees Taiwan as a subordinate part of China, and in time, as is happening in Hong Kong, attempts will be made to make this a reality. Naidu said Pacific countries were mindful of not offending China given Beijings significant economic clout. Chinas concessional loans and grants in the Pacific amounted to 1.5bn between 2006 and 2017, compared with Taiwans 271m, according to figures from the Sydneybased Lowy Institute. That was why a tiff between diplomats of China and Taiwan is no big deal for the Pacific islands, said Naidu."
118,Nepal,Aljazeera,https://www.aljazeera.com/where/nepal,https://www.aljazeera.com/news/2021/3/30/nepal-closes-schools-as-air-pollution-hits-alarming-levels," Nepal closes schools as air pollution hits alarming levels. Nepal has ordered schools to close for four days after air pollution climbed to hazardous levels, forcing millions of students to stay home across the country. Air quality in the capital has deteriorated recently but average pollution readings were not available. Worldwide COVID lockdowns last year reduced air pollution, but most countries exceeded WHO safety guidelines. The Take is examining the stark differences in how the air pollution crisis is affecting Delhis rich and poor."
119,Netherlands, NRC Handelsblad (NCR) ,https://www.euronews.com/tag/netherlands,https://www.euronews.com//travel/2021/04/02/in-pictures-cherry-blossom-blooms-around-the-world-as-spring-arrives,    In pictures Cherry blossom blooms around the world as spring arrives.  In pictures Cherry blossom blooms around the world as spring arrives. But Japan isn't the only country in Asia with an extraordinary bloom of cherry blossom. Where else have you spotted cherry blossom this spring Let us know on Twitter by tagging euronewstravel.
120,New Zealand, The New Zealand Herald ,https://www.nzherald.co.nz/,https://www.nzherald.co.nz//nz/covid-19-coronavirus-three-key-questions-about-the-aussie-bubble-and-risk/IJ2AFUU3RC6J5RUTCAT3OHGXXE/,"nzherald.  That's because, like New Zealand, Australia has aggressively pursued an elimination strategy that's cleared the coronavirus out of the country. Per million of population, Australia's cumulative case rate since the start of the pandemic stood at 1151, compared with New Zealand's 523. 'Australia has a really good surveillance system, so we can have quite a lot of confidence,' he said. Having said that, if the situation changes in Australia, then the risk can go up.' Fellow Te Punaha Matatini modeller Professor Michael Plank said if there was a community outbreak in Australia, the risk of importing it into New Zealand could rapidly escalate at preCovid travel volumes. As both countries were committed to stopping community transmission, she said travellers, too, had to ensure they were doing all they could to minimise risk. Otago University epidemiologist Professor Nick Wilson argued the opposite it was New Zealand that needed to beef up its border more. A recent analysis by Wilson and colleagues suggested New Zealand faced a risk of as many as nearly three border breaches each month and by some measures the country was more threatened than Australia. They looked at nine border failures in New Zealand, including the August Auckland cluster that resulted in around 180 cases and three deaths, and seven in Australia six of which led to lockdowns. When broken down by country, New Zealand had 15.5 failures per 1000 positive cases going through quarantine, compared with two per 1000 in Australia a sevenfold difference."
121,Nicaragua,Aljazeera,https://www.aljazeera.com/where/nicaragua,https://www.aljazeera.com/podcasts/2021/4/2/why-are-so-many-migrant-children-going-to-the-us," Why are so many migrant children going to the US. Theres an influx of children migrating through the southern border with Mexico. But is the US ready to receive them The United States Border Patrol estimates that up to 22,000 children could cross the border with Mexico in April. In this episode Dami S Bonmat national correspondent with TelemundoNBC Universal. Follow and listen to The Take on Apple Podcasts Spotify Google Podcasts Stitcher or wherever you listen. Alex Roldan is The Takes sound designer. Stacey Samuel is The Takes executive producer. Will President Biden close down Guantanamo Bay prison"
122,Niger,Aljazeera,https://www.aljazeera.com/where/niger,https://www.aljazeera.com/news/2021/4/3/rights-group-accuses-chadian-soldiers-of-raping-women-in-niger," Niger body urges independent probe into rapes by Chadian troops. Human rights commission calls for inquiry after allegations soldiers deployed to help fight armed groups raped several women, as well as an 11yearold girl. Nigers human rights commission has called for an independent inquiry following alleged rapes, including that of an 11year old girl, by Chadian soldiers deployed in the country to help fight armed groups. On Saturday, Chad said the accused soldiers have been arrested and will face punishment."
123,Nigeria,Aljazeera,https://www.aljazeera.com/where/nigeria,https://www.aljazeera.com/economy/2021/4/6/firmer-footing-imf-boosts-economic-outlook-warns-of-divergence," Firmer footing IMF boosts economic outlook, warns of divergence. The International Monetary Fund IMF on Tuesday upgraded its global growth projections, forecasting a 6 percent rebound in the world economy in 2021 and 4.4 percent in 2022, while also warning that recoveries are at risk of diverging dangerously. The pandemic is yet to be defeated, and virus cases are accelerating in many countries, IMF Chief Economist Gita Gopinath said at a virtual conference introducing the April 2021 World Economic Outlook. The IMF and World Bank kicked off their annual spring meetings on Tuesday. The global economy contracted by 3.3 percent in 2020 after countries rich, poor, big and small implemented draconian restrictions and lockdowns to halt the spread of the deadly coronavirus. Now, the IMF forecasts a better year for global economic growth mainly driven by a sizable recovery in the United States, where the IMF estimates the economy will grow 6.4 percent this year. The losses in advanced economies are expected to be smaller, at 2.3 percent. The global economy is at risk of a dangerous and permanent divergence, the US Treasury secretary warned G20 officials."
124,North Korea,Daily NK,https://www.dailynk.com/english/,https://www.dailynk.com/english/official-trade-activities-between-north-korea-china-unlikely-resume-april/," Official trade activities between North Korea and China unlikely to resume in April. Daily NK understands, however, that North Korean officials have not yet allocated waku trade certificates needed for trade agencies and individuals to participate in statesanctioned trade activities. A source in North Korea with insight into North Korean trade activities told Daily NK last Thursday that trade companies have completed the administrative processes to receive waku approval, but the Workers Party has not yet given official instructions about the allocation of waku. If the authorities find that the companies are linked to an enemy country, they will likely not be able to receive a waku or participate in official trade in the future, the source said. Based on the sources account, the authorities are reportedly apprehensive about trade activities linked to South Korea, Japan, and the United States, as well as the import of products from these countries into North Korea. The delay in the resumption of official SinoNorth Korean trade activities may be partially related with COVID19 worries in the country."
125,Norway, Aftenposten ,https://www.newsinenglish.no/,https://www.newsinenglish.no/2021/03/31/russia-reacts-to-nato-provocation/," Russia reacts to NATO provocation. Norway's News in English www.newsinenglish.no Norwegian fighter jets joined others from NATO allies in responding to Russias latest show of force over the North Sea, the North Atlantic and both the Baltic and Black Sea this week. PHOTO Forsvaret It all started after what NATO called an unusual number of Russian aircraft in the skies over Europe on Monday. Russia has also complained for years about the increasing presence of US troops and equipment in Norway and elsewhere in Europe. While NATOs relations with the US are back on track, relations with Russia have dipped to the freezing point. He also noted, however, that NATO will continue to work for better relations with Russia while also dealing with the difficult relations. Sreide and the Norwegian delegation supports all that, telling NTB how we are NATOs eyes and ears in the north. She said Norway can inform NATO about Russian military operations and training patterns and clarify whether something is new or unusual about Russian activity. And they want to strengthen NATO."
126,Oman,Euronews,https://www.euronews.com/tag/oman,https://www.euronews.com//2020/01/11/oman-swears-in-successor-to-sultan-qaboos,". Oman's culture minister Haitham bin Tariq has been sworn in as royal ruler after the death of his cousin Sultan Qaboos, who transformed his nation and became a vital mediator in a turbulent region. Qaboos, who died on Friday at the age of 79 as the longestserving leader of the modern Arab world, came to power in 1970 when he deposed his father in a palace coup. He had been ill for some time and was believed to be suffering from colon cancer. Qaboos had left no apparent heir. He was unmarried, had no children or brothers and his successor was to be chosen in a meeting of the royal family. Under the Omani constitution, they had three days to make a decision and if they failed to agree, the person chosen by the late sultan in a sealed letter would succeed him."
127,Pakistan,Reuters,https://www.reuters.com/places/pakistan,https://www.reuters.com//article/us-pakistan-india-trade/pakistan-defers-trade-with-india-until-delhi-reviews-kashmirs-status-foreign-minister-says-idUSKBN2BO5EL," Pakistan defers trade with India until Delhi reviews Kashmir's status, foreign minister says. He said the cabinet decided to defer the decision. India and Pakistan have fought three wars over the disputed Himalayan region of Kashmir. Pakistan was one of the leading buyers of Indian cotton until 2019, when Islamabad banned imports of goods from India after New Delhi revoked the special status of its portion of the Kashmir region."
128,Palau,Aljazeera,https://www.aljazeera.com/where/palau,https://www.aljazeera.com/features/2020/12/16/fiji-story," The Taiwan prize and the USChina rivalry in the Pacific. Analysts say it was just one outcome of the intensifying geostrategic competition in the Pacific pitting China against the United States and its allies. When the prize is Taiwan, the stakes are very high and China will fight very hard, Singh said. China, meanwhile, is the thirdlargest donor to the region, behind Australia and New Zealand, and has used economic incentives such as grants and concessional loans to woo Pacific countries, including lobbying them to cut off relations with Taiwan. Fiji recognises the One China policy and does not have formal relations with Taiwan. The assertive behaviour of the Peoples Republic of China is not new with regards to Taiwan, Naidu said. Beijing sees Taiwan as a subordinate part of China, and in time, as is happening in Hong Kong, attempts will be made to make this a reality. Naidu said Pacific countries were mindful of not offending China given Beijings significant economic clout. Chinas concessional loans and grants in the Pacific amounted to 1.5bn between 2006 and 2017, compared with Taiwans 271m, according to figures from the Sydneybased Lowy Institute. That was why a tiff between diplomats of China and Taiwan is no big deal for the Pacific islands, said Naidu."
129,Panama,Aljazeera,https://www.aljazeera.com/where/panama,https://www.aljazeera.com/news/2020/12/24/cuban-doctors-arrive-in-panama-to-help-with-covid-fight," Cuban doctors arrive in Panama to boost COVID fight. Panama welcomes 220 Cuban doctors to confront a surge in COVID19 cases and shortages of medical workers. Panamas health ministry has said more than 200 Cuban doctors arrived on Thursday morning to reinforce the Central American nations healthcare system and help in the battle against the COVID19 pandemic. This morning 220 Cuban specialists arrived in our country to strengthen the health system in its fight against COVID19, the ministry said on Twitter. pic.twitter.comuP8rpTtrNq Ministerio de Salud de Panam MINSAPma December 24, 2020 Translation This morning 220 Cuban specialists arrived in our country to strengthen the health system in its fight against COVID19. Make contracts transparent and pay workers directly. Make contracts transparent and pay workers directly. CubaViva CubaSalvaVidas CubaMINREX EmbacubaP pic.twitter.comv2BHi9gRsH Oficina Comercial Embajada de Cuba en Panam OFICOMEPanama December 24, 2020 Translation Contingent of Doctors Specialised in disasters and epidemics arrive in Panama to collaborate with their Panamanian counterparts in confronting the COVID19 pandemic."
130,Papua New Guinea,Independent,https://www.aljazeera.com/where/papua-new-guinea/,https://www.aljazeera.com/news/2021/3/17/australia-to-send-covid-vaccines-to-png-as-outbreak-spikes," Desperate need PNG to get Australia vaccines amid COVID surge. Prime Minister Scott Morrison said that PNG, a former colony of Australia, was a developing country in desperate need. PNG has recorded more than 1,000 new cases of COVID19 since March 1 nearly doubling its total since the start of the pandemic a year ago. This is in Australias interests and is in our regions interests. PNG Prime Minister James Marape said on Tuesday the country had recorded 97 cases of COVID19 in the previous 24 hours. Australias Chief Medical Officer Paul Kelly said hospitals in the capital Port Moresby were detecting the virus in about half of new patient admissions. Were seeing a large number of healthcare workers on the front lines in Papua New Guinea now coming down with COVID19. Cases have also been detected among people returning to Australia from PNG."
